number,name,is_ans,name_object,date_norm,date_buckets_2,author_norm,address,district,district_norm,protection_category_norm,base,id_object
1009,,0,Ново-Петергофский мост,1857,1850-1899,Бугаева О.Е.;Ильин Л.А.;Бенуа;Цыганков Ю.Г,Через Обводный канал по Лермонтовскому пр,Адмиралтейский,1,1,Распоряжение мэра Санкт-Петербурга № 108-р от 30.01.1992,10232
1010,,0,Ново-Калинкин мост,1929,1900-1949,Васильев Б.Д.;Бугаева О.Е,Через Обводный канал по Старо-Петергофскому просп,Адмиралтейский,1,1,Распоряжение мэра Санкт-Петербурга № 108-р от 30.01.1992,10230
1011,,0,Екатерингофский мост,1910,1900-1949,"Шерцер К"";Пшеницкий А.П.;АкимовПеретц Д.Я",Через р. Екатерингофку по Рижскому пр,Адмиралтейский,1,1,Распоряжение мэра Санкт-Петербурга № 108-р от 30.01.1992,10206
1012,,0,"Ограждение, фонари и павильоны моста Лейтенанта Шмидта",1842,1800-1849,Брюллов А.П,Через р. Неву соединяет Труда пл. и Васильевский остров,Адмиралтейский,1,1,Решение исполкома Ленгорсовета № 645 от 06.08.1990,10224
1013,,0,Дворцовый мост,1912,1900-1949,"Пшеницкий А.П.;""Общество Коломенских ""","Через р. Неву, соединяет Дворцовый проезд и Биржевую пл",Адмиралтейский,1,1,Решение исполкома Ленгорсовета № 645 от 06.08.1990,10202
1014,,0,Матисов мост,1836,1800-1849,Готман А.Д.;Буттац А.Ф,Через р. Пряжку по р. Мойки наб,Адмиралтейский,1,1,Распоряжение мэра Санкт-Петербурга № 108-р от 30.01.1992,10234
1015,,0,Измайловский мост,1785,1750-1799,Кракау А.И,Через р. Фонтанку по Измайловскому пр,Адмиралтейский,1,1,Распоряжение мэра Санкт-Петербурга № 108-р от 30.01.1992,10240
1016,,0,Обуховский мост,1785,1750-1799,Демченко В.В.;Носков Л.А,Через р. Фонтанку по Московскому пр,Адмиралтейский,1,1,Распоряжение мэра Санкт-Петербурга № 108-р от 30.01.1992,10241
1017,,0,Дом Л.И. Коростовцева,1790,1750-1799,,"Якубовича ул., 14",Адмиралтейский,1,2,Приказ председателя КГИОП № 15 от 20.02.2001,1050
1018,,0,Здание Британо-Американской церкви Иисуса Христа,1839,1800-1849,К.В. Винклер;Ф.Н. Соболевский,"Якубовича ул., 16",Адмиралтейский,1,2,Приказ председателя КГИОП № 15 от 20.02.2001,1051
1019,,0,Особняк и доходный дом К.Л. Миллера,1800,1800-1849,Ф.Л. Миллер,"Якубовича ул., 2, лит. А, Б",Адмиралтейский,1,1,Распоряжение КГИОП № 295-рп от 11.11.2021; Распоряжение КГИОП № 452-рп от 10.04.2024,641
1020,Особняк и доходный дом К.Л. Миллера,1,Доходный дом,1849,1800-1849,Ф.Л. Миллер,"Якубовича ул., 2, лит. А",Адмиралтейский,1,1,Распоряжение КГИОП № 295-рп от 11.11.2021; Распоряжение КГИОП № 452-рп от 10.04.2024,643
1021,Особняк и доходный дом К.Л. Миллера,1,Особняк,1800,1800-1849,Ф.Л. Миллер,"Якубовича ул., 2, лит. Б",Адмиралтейский,1,1,Распоряжение КГИОП № 295-рп от 11.11.2021; Распоряжение КГИОП № 452-рп от 10.04.2024,642
1022,,0,Дом Тампера,1836,1800-1849,Е.Т. Цолликофер,"Якубовича ул., 22",Адмиралтейский,1,2,Приказ председателя КГИОП № 15 от 20.02.2001,1052
1023,,0,Особняк В.А.Поклевского-Козелла,1740,1700-1749,В.М. Молоков,"Якубовича ул., 4, лит. А",Адмиралтейский,1,1,Распоряжение КГИОП № 140-р от 25.03.2019,1049
1024,,0,"Участок сохранившегося культурного слоя, вмещающий архитектурные остатки Владимирского пассажа Ново-Александровского рынка, построенного в 1867 г. по проекту арх. А.К. Бруни",NA,,,"квартал, образованный пер. Бойцова, наб. р. Фонтанки, Вознесенским пр. и Садовой ул",Адмиралтейский,1,2,Распоряжение КГИОП № 450-р от 06.08.2019,11010
